Name,Series,Short Description,Category,Gender,Magic,Memetic,Might,Mind,Motion,Moxie,Mutation,Myth,Stats,Rank,Growth Type,Growth Rate,Restock,Return,Gift,NSFW
Buffout,Fallout,"A highly potent anabolic steroid, popularized during Pre-War America's hey-day by professional athletes, this drug will act incredibly quickly, granting you increased strength, reflexes, and endurance. Be careful, it's addictive.",Consumable,N/A,E,F,D,F,D,F,F,F,11,D,N/A,N/A,24hr,N/A,TRUE,FALSE
Claidheamh Mor,Team Fortress 2,Highlander rules. Take someone's head with this zweihander to steal their energy and strength to add to your own.,Arsenal,N/A,C,F,D,F,D,F,F,D,25,D,N/A,N/A,N/A,N/A,TRUE,FALSE
Third Arm Sash,Xiaolin Showdown,"A belt sash that acts as a third arm, the Third Arm Sash is an incredibly useful Shen Gong Wu that grants the user an item that acts as a grappling hook, a swing, or a third fist. It can be infused with elemental power, and when combined with several other Shen Gong Wu can become the great Heylin Demon Mala Mala Jong.",Arsenal,N/A,C,F,D,F,D,F,F,D,25,D,Train,Fast,N/A,N/A,TRUE,FALSE
Beginner Blade Weapon Mastery,Generic,"You're reasonably skilled at any bladed weapon you pick up. Not enough to win fights, but enough to actually use it.",Skill,N/A,E,F,F,E,F,F,F,E,3,F,Train,Slow,N/A,N/A,FALSE,FALSE
Beginner Charisma,Generic,"You're more charismatic now, more attractive, nothing fancy but you could probably get a couple thousand followers as an influencer.",Skill,N/A,E,F,F,E,F,E,F,E,4,F,Train,Slow,N/A,N/A,FALSE,FALSE
Aesthetic Grooming,Generic,"You're good at taking care of your hair, hygiene, cleanliness, etc. You always know how to be presentable",Skill,N/A,E,F,F,E,F,E,F,E,4,F,Train,Medium,N/A,N/A,FALSE,FALSE
Beginner Conceptualization,Generic,"You have an easier time comprehending and understanding mystical and esoteric forces, not much more than the average person though.",Skill,N/A,E,F,F,E,F,F,F,E,3,F,Train,Slow,N/A,N/A,FALSE,FALSE
Beginner Persuasion,Generic,"You are slightly better with your words, and could probably win an online argument with an intelligent opponent",Skill,N/A,E,F,F,E,F,E,F,E,4,F,Train,Slow,N/A,N/A,FALSE,FALSE
Farming,Generic,"You could actually run a farm without looking like an idiot, and could compete with fairly experienced farmers",Skill,N/A,E,F,F,E,F,F,F,E,3,F,Train,Slow,N/A,N/A,FALSE,FALSE
Mental Image Blocking,DC Comics,"Dude what the fuck are those Tibetan monks teaching people. You are not quite immune, but can fool most telepaths and mind readers with false images and memories",Skill,N/A,D,F,F,C,F,F,F,D,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Hygienic,Generic,"You are naturally hygenic, both intentionally or otherwise.",Passive,N/A,E,F,F,E,F,D,F,E,8,E,Train,Medium,N/A,N/A,FALSE,FALSE
Animal Lover,Generic,"All mundane animals adore you, and non-mundane ones will take a shine to you more easily",Passive,N/A,D,F,F,F,F,D,F,D,15,D,Train,Medium,N/A,N/A,FALSE,FALSE
Metabolism,Generic,"You can control your own metabolism at will, speeding it up or slowing it down to a crawl.",Passive,N/A,D,F,F,E,F,F,D,F,11,D,Train,Medium,N/A,N/A,FALSE,FALSE
Pretty Up,Generic,Your looks have now all been enhanced. You're basically the prettiest version of you as you are now.,Passive,N/A,E,F,F,F,F,D,F,E,7,E,N/A,N/A,N/A,N/A,FALSE,FALSE
Perfect Skin,Generic,"You always have pretty, perfect skin. No more scars or unwanted marks. Your skin and superficial injuries heal faster now too.",Passive,N/A,D,F,F,F,F,D,F,E,11,D,N/A,N/A,N/A,N/A,FALSE,FALSE
Santa's Exception,Generic,"Much like Santa, people no longer mind you breaking into places you by all rights shouldn't be in. If you cause a disturbance or offend/frighten them in some way, that goes out the window. Followed by you, for your own safety.",Passive,N/A,D,D,F,D,F,D,F,F,20,D,Train,Slow,N/A,N/A,FALSE,FALSE
Geyser,Generic,"Create erupting geysers from the ground around you within 10 meters at base. The more power used, the stronger the geyser. Usually scalding hot by default.",Ability,N/A,C,F,D,F,F,F,F,F,15,D,N/A,N/A,N/A,N/A,FALSE,FALSE
Impulse,Generic,"Enhance the speed of your nerve signals, increasing reflexes and speed. Overuse causes nerve damage, but training increases resistance to that nerve damage.",Ability,N/A,D,F,D,D,D,F,D,E,26,D,Train,Medium,N/A,N/A,FALSE,FALSE
Quicksand,Generic,You can now turn the ground around you into quicksand at will to entrap enemies. Starts at 10 meters of range.,Ability,N/A,C,F,D,F,F,F,F,F,15,D,Train,Medium,N/A,N/A,FALSE,FALSE
Earth Armor,Generic,"Create earthen armor around your body to absorb physical attacks. Does not impede movement or speed. Might improve it, with practice.",Ability,N/A,C,F,D,F,D,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Razor Claws,Generic,"Turn your nails into razor claws that could tear through steel if you wanted to. They never dull, until you turn them back to normal.",Ability,N/A,C,F,D,F,F,D,D,F,25,D,N/A,N/A,N/A,N/A,FALSE,FALSE
Tech Tree: Cosmetics,Generic,"Modify, create, and design anything related to cosmetics and appearance. Hyper-real masks, aesthetic designs for machines, holograms, beauty cream, perfumes, lipsticks, etc.",Skill,N/A,C,D,F,C,F,C,F,C,45,D,Tinker,Medium,N/A,N/A,FALSE,FALSE
False Data,Generic,Feed enemies false data about your skills and abilities. Scrying and scanning type powers see what you want instead of what you have.,Ability,N/A,C,D,F,D,F,F,F,D,25,D,Train,Medium,N/A,N/A,FALSE,FALSE
Tech Tree: Real Robotics,Generic,"Design, modify, and build any real life examples of robotics- claw arms, Boston Dynamics stuff, automated drones, whatever. Has to be real life stuff, though.",Skill,N/A,D,F,F,D,F,F,F,F,10,D,Tinker,Medium,N/A,N/A,FALSE,FALSE
Ganta Gun,Deadman Wonderland,"A Branch of Sin that allows you to fire a condensed blood bullet at supersonic velocity. The more blood used and power expended, the stronger it gets.",Ability,N/A,C,F,C,F,D,F,D,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Touch Technopathy,Generic,Manipulate any device like it's part of your own body just by maintaining physical contact with its surface,Ability,N/A,C,F,F,C,F,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Gama,Jujutsu Kaisen,"From your shadow or nearby shadows, summon up to 5 large frog shikigami capable of holding people in their mouths, ensnaring targets with their tongues, and throwing and lifting heavy objects with said tongues. Can be summoned at different sizes, and in different amounts based on energy spent and energy capacity.",Familiar,Other,C,E,D,E,C,F,C,F,37,D,Train,Medium,N/A,N/A,FALSE,FALSE
Orochi,Jujutsu Kaisen,"From your shadow or nearby shadows, summon a massive building sized serpent shikigami capable of grabbing and crushing enemies in its coils or mouth, as well as burrowing and traveling through shadows. Size can be adjusted based on energy capacity and expenditure.",Familiar,Other,C,E,C,D,C,E,C,F,47,D,Train,Medium,N/A,N/A,FALSE,FALSE
Stray Cat,JoJo's Bizarre Adventure,"A very temperamental cat... plant... ghost... thing. In a pot. It controls air by creating deadly explosive bubbles that it freely directs. Each bubble can be used like real bullets or shields, or as carriers for any ability that ""charges"" an object with an effect. Gets sleepy in the dark. Premium fertilizer and cat treats only.",Familiar,Male,C,D,D,E,F,E,D,F,27,D,Trust,Medium,N/A,N/A,FALSE,FALSE
Untitled Goose,Untitled Goose Game,The biggest shithead asshole goose in existence. A bona fide expert in fucking with people and pissing them off. Cannot be permanently killed. Respawns after one hour. I wouldn't wish this on my worst enemies... but you might.,Familiar,Other,E,C,E,E,C,D,E,D,34,D,Trust,Medium,N/A,N/A,FALSE,FALSE
Puss,Puss in Boots,"An anthropomorphic, spanish daredevil of an orange cat. Very cute, very skilled, very agile. Extremely good with a rapier and a knife. Has nine lives... but might waste them doing stupid shit for the crowd.",Familiar,Male,E,D,E,E,D,C,E,D,29,D,Trust,Medium,N/A,N/A,FALSE,FALSE
Ring of Invisibility,Generic,"An ornate platinum ring that bends light around the wearer, rendering them invisible but NOT silent. Be careful when using it to sneak around. You are not immune to pressure plates or microphones.",Wearable,N/A,D,D,F,F,F,F,F,F,10,D,N/A,N/A,N/A,N/A,TRUE,FALSE
Reiterpallasch,Bloodborne,"A weapon wielded by the Noble Knights of Cainhurst, this Rapier combined an Elegant Knight's Sword with the peculiar firearm wielded by the Cainhurst Order. Used for the disposal of Beasts and Men alike, this weapon transforms between a normal rapier, and a gun with a bayonet attachment.",Arsenal,N/A,D,F,D,F,C,C,F,D,35,D,N/A,N/A,N/A,8hr,TRUE,FALSE
Malorian Overture,Cyberpunk 2077,"A heavy duty double action semi auto revolver chambered in .42 caliber. Comes with glowing iron sights and 6 round capacity. Bullets naturally ricochet off of hard surfaces. 30 bullets a day, every day.",Arsenal,N/A,E,F,D,F,F,F,F,F,6,E,N/A,N/A,24hr,8hr,TRUE,FALSE
Death Perception Soda,Call of Duty,"A can of cola that allows you to see the outlines of enemies through walls and obstructions for one hour. You must drink the entire can. Doesn't stack. Don't have more than four buffing drinks active at a time, you'll explode.",Consumable,N/A,E,F,F,D,F,F,F,F,6,E,N/A,N/A,24hr,N/A,TRUE,FALSE
Homerun Bat,Earthbound,A really durable baseball bat with extreme knockback on hit. Makes a really satisfying sound when it hits someone.,Arsenal,N/A,D,D,C,F,C,E,F,F,31,D,N/A,N/A,N/A,Manual,TRUE,FALSE
40k Warhammers,Generic,Forty thousand standard iron warhammers kept in item storage. You can take them out one at a time.,Arsenal,N/A,E,F,D,F,F,F,F,F,6,E,N/A,N/A,N/A,N/A,TRUE,FALSE
Demon Blood Blade,Adventure Time,"One badass blade made from the blood of the demon Kee-Oth. Unholy in nature, deals increased damage to angelic and holy beings. Also hits spiritual entities. Responds very well to hemokinesis.",Arsenal,N/A,C,D,D,F,F,F,F,D,25,D,N/A,N/A,N/A,Manual,TRUE,FALSE
Snake's Box,Metal Gear,A very unassuming box you can hide beneath and sneak with. Suppresses all presence while worn. Returns to item space on destruction. Can fool literally anything as long as they don't see you move.,Arsenal,N/A,D,B,F,F,F,D,F,E,61,C,N/A,N/A,N/A,1hr,TRUE,FALSE
Jar Helmet,Elden Ring,"A really cool pot worn as a helmet, once worn by a certain naked guy to fight a certain rot goddess. Grants increased physical capabilities and agility when facing divine entities and gods. Does not hinder vision. Supremely durable.",Wearable,N/A,D,D,D,D,D,B,F,C,85,C,N/A,N/A,N/A,Auto,TRUE,FALSE
Flintslate,Hollow Knight,"A tool made of polished flintgem, vaguely resembles a crystal with a metal handle. Sharpen any bladed weapon with the flintslate to imbue it with fire, causing it to deal extra damage and set enemies on fire for five minutes at a time. 3 uses per rest period.",Arsenal,N/A,C,F,D,F,F,F,F,F,15,D,N/A,N/A,8hr,Auto,TRUE,FALSE
Mentats,Fallout,"A miracle drug that enhances mental functions, granting clarity, processing speed, and memory retention. Also highly addictive. Overuse can cause severe memory degeneration and mental disorder. One box with eight doses.",Consumable,N/A,D,E,F,D,F,F,D,F,16,D,N/A,N/A,1wk,N/A,TRUE,FALSE
Reduvia,Elden Ring,"A jagged, bloodstained, forever dripping, twisted dagger. Infuse the blood with energy to create a blood slash to hit enemies at range. Decreases the drain of vitality consuming effects.",Arsenal,N/A,C,F,D,F,F,F,F,D,20,D,N/A,N/A,N/A,8hr,TRUE,FALSE
The Cursed Ticket,Generic,"Rip this ticket to roll the curse gacha! Any curse rolled automatically applies (sometimes retroactively), and also grants its standard ticket reward on application.",Consumable,N/A,A,A,F,F,F,F,F,F,200,B,N/A,N/A,N/A,N/A,FALSE,FALSE
Thalasin,Thalasin,"One box of prescription Thalasin, contains eight pills that chemically induce emotions regardless of biology and even powers through most resistances. Usually contains one of: Anger, Sadness, Happiness, Fear, Relief, Hope, Frustration, Pride, Lust, etc.",Consumable,N/A,B,B,F,B,F,F,B,B,250,B,N/A,N/A,24hr,N/A,TRUE,FALSE
Apprentice Blacksmithing,Generic,"You can forge decent quality armor, weapons, tools, and decorations with the right tools and equipment.",Skill,N/A,D,F,F,C,F,F,F,D,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Apprentice Teaching,Generic,"You can teach pretty well, anyone you try to instruct at anything will usually remember and internalize what you teach.",Skill,N/A,D,F,F,C,F,F,F,D,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Beginner Ninjutsu,Generic,"You have passed ninja basic training. You can handle knives and swords, and have a basic grasp of being a sneaky acrobatic ninja.",Skill,N/A,E,E,E,D,E,F,F,D,14,D,Train,Slow,N/A,N/A,FALSE,FALSE
Cat's Feet,Generic,You always land on your feet and are completely immune to fall damage.,Passive,N/A,B,F,F,F,C,F,F,F,60,C,N/A,N/A,N/A,N/A,FALSE,FALSE
Arousing Scent,Generic,You smell REALLY good. To the point it makes anyone sniffing you kinda horny.,Passive,N/A,D,F,F,F,F,D,D,E,16,D,N/A,N/A,N/A,N/A,FALSE,TRUE
Stonesprout,Generic,"This ability grants you the power to create constructs of rock and stone. Create walls, transform the terrain around you, smash your enemies with large pieces of rock, drive around on giant stone pillars. The possibilities aren't endless, but they are pretty varied.",Ability,N/A,C,F,C,F,B,F,F,F,70,C,Train,Medium,N/A,N/A,FALSE,FALSE
Crystals,Generic,"Generate Crystals from your body, letting them erupt out of you like spikes, or coating your skin for armor. You could sell them for crash, or refine the inner crystalline structure to form what you need with a keen eye.",Ability,N/A,C,F,C,F,F,C,F,F,30,D,Train,Slow,N/A,N/A,FALSE,FALSE
Low Gravity,Generic,"Lower the gravity of areas within your line of sight, reducing weight, falling speed, or inertia in some cases of objects you see.",Ability,N/A,B,F,F,D,C,F,F,F,65,C,Train,Slow,N/A,N/A,FALSE,FALSE
Catch the Rainbow,JoJo's Bizarre Adventure,"Catch the Rainbow functions as an ability for you to utilize, allowing you to control the rain for many different effects, some useful in a fight, others useful for mobility. Although this ability is incredibly powerful, it has a single drawback. It must be utilized during rainfall. Not waterfall, not a sprinkler. It has to be rain. Step on raindrops, seperate pieces of your body after letting them be hit with rain, plug your wounds temporarily to allow you to fight on, create blades or 'shrapnel' by throwing raindrops. A creative user is required to take full advantage of this Stand.",Familiar,N/A,C,F,D,C,C,C,F,F,45,D,Train,Medium,N/A,N/A,FALSE,FALSE
Sapling,Generic,"You can create and communicate with plants that you can manipulate within a general range of your body, around ten meters to start with. Make the grass grow, ripen plants or change their shape, create natural barriers of brambles or trees. All of this to harvest the bounty of nature.",Ability,N/A,C,F,C,F,C,F,B,F,80,C,Train,Medium,N/A,N/A,FALSE,FALSE
Web Slinger,Generic,"Look, we've all seen Sam Raimi's Spider-Man movies. Thwip Thiwip. It's just Tobey-Spidey's organic web shooters without the rest of the Spider-Man package. You gotta earn that.",Ability,N/A,D,F,C,F,C,F,F,F,25,D,Train,Slow,N/A,N/A,FALSE,FALSE
Piercing Eyes,Generic,"You can see far away, and see through objects. Better then 20/20 vision, you can also adjust the intensity of your new staring ability to suit your needs.",Ability,N/A,D,F,F,D,F,F,F,F,10,D,N/A,N/A,N/A,N/A,FALSE,FALSE
Tech Tree: Basic Alchemy,Generic,"The bare bones basics of Alchemy. Make alembics, pestle and mortar, or anything else you need to make potions. Right now you can only make mild things, health potions, stamina potions, weak defense potions, and 'weak' acids that could still eat through armor or stone, but with practice you could make more.",Skill,N/A,C,F,F,C,F,F,F,F,20,D,Tinker,Medium,N/A,N/A,FALSE,FALSE
Elemental Sight,Generic,"You have become attuned to the Elemental Forces and Energies of the World. The currents of the air, the flame of heat, the lightning's tremor, the feel of the earth, and the flow of water. You can see it all in your line of sight by looking through everything else in the world. Extends further to the electricity in someone's brain, the water in their blood, the way electricity flows through cables. Magically charged elements are even more vibrant to represent their connection to that element.",Ability,N/A,B,F,F,B,F,F,F,F,100,B,N/A,N/A,N/A,N/A,FALSE,FALSE
